sexo,remuneracao,cnae_secao,cbo_grupo,uf,idade,escolaridade,vinculo
Feminino,1622.18,G,Operacional,PE,24,Fundamental completo,Temporário
Masculino,2045.24,E,Operacional,GO,23,Superior completo,CLT
Masculino,3160.3,B,Técnico,PE,52,Médio incompleto,Estatutário
Feminino,2646.14,F,Serviços,SP,42,Médio incompleto,Temporário
Feminino,935.99,A,Administração,RS,38,Fundamental completo,Aprendiz
Masculino,2017.53,G,Administração,GO,64,Fundamental incompleto,Estatutário
Masculino,1676.67,I,Direção,BA,34,Superior completo,Aprendiz
Feminino,2983.49,E,Operacional,SC,58,Superior incompleto,Estatutário
Feminino,2875.46,E,Direção,MG,43,Fundamental completo,Temporário
Feminino,3272.71,G,Administração,MG,58,Médio incompleto,Temporário
Masculino,1093.29,E,Serviços,RS,34,Superior completo,CLT
Feminino,1270.48,J,Serviços,GO,24,Fundamental incompleto,Aprendiz
Masculino,2984.95,D,Direção,SC,42,Médio completo,Aprendiz
Masculino,1385.42,A,Operacional,SP,51,Médio completo,Temporário
Feminino,911.74,F,Técnico,GO,43,Médio completo,CLT
Feminino,2297.71,I,Serviços,RS,23,Superior incompleto,CLT
Masculino,1413.4,D,Técnico,DF,27,Superior completo,Aprendiz
Masculino,4045.68,J,Operacional,BA,34,Pós-graduação,Temporário
Feminino,2065.82,D,Direção,SC,31,Médio incompleto,Aprendiz
Masculino,1943.25,E,Operacional,PR,20,Fundamental incompleto,Temporário
Feminino,1531.25,F,Administração,RJ,33,Médio incompleto,Aprendiz
Feminino,3699.21,C,Operacional,RJ,22,Superior completo,Temporário
Masculino,2124.62,I,Direção,SC,40,Superior incompleto,CLT
Feminino,1504.44,A,Direção,DF,44,Superior incompleto,CLT
Feminino,1264.79,F,Operacional,DF,22,Superior completo,Aprendiz
Feminino,1749.24,F,Direção,SP,54,Fundamental completo,CLT
Feminino,1164.51,H,Administração,BA,55,Superior completo,Aprendiz
Feminino,2872.66,E,Técnico,BA,35,Pós-graduação,CLT
Masculino,801.31,I,Operacional,GO,29,Médio incompleto,Aprendiz
Masculino,1698.02,I,Direção,RJ,38,Pós-graduação,CLT
Feminino,2379.3,B,Técnico,GO,24,Médio completo,Temporário
Masculino,2108.97,E,Administração,RS,34,Fundamental completo,CLT
Masculino,1309.27,G,Operacional,PE,59,Pós-graduação,Temporário
Feminino,2433.57,B,Direção,SC,26,Médio incompleto,CLT
Feminino,1213.52,G,Técnico,BA,58,Fundamental completo,CLT
Masculino,1789.92,I,Administração,GO,41,Fundamental completo,Temporário
Feminino,2424.37,H,Serviços,SC,28,Superior completo,Estatutário
Feminino,2226.78,J,Direção,DF,42,Fundamental incompleto,Aprendiz
Masculino,1334.39,I,Administração,GO,63,Fundamental completo,Estatutário
Feminino,3099.12,D,Técnico,GO,54,Superior completo,CLT
Masculino,1879.97,H,Operacional,DF,24,Pós-graduação,Aprendiz
Masculino,2525.89,I,Técnico,SC,34,Superior incompleto,Aprendiz
Masculino,3597.86,J,Operacional,SC,58,Pós-graduação,Aprendiz
Masculino,2989.57,B,Administração,DF,36,Médio completo,Aprendiz
Masculino,2993.08,J,Administração,GO,38,Fundamental incompleto,Temporário
Feminino,1971.81,C,Técnico,DF,62,Fundamental completo,Estatutário
Feminino,2584.46,A,Técnico,MG,26,Fundamental incompleto,Estatutário
Feminino,1990.45,A,Operacional,BA,62,Superior completo,Temporário
Feminino,1049.22,J,Direção,MG,63,Médio completo,Estatutário
Masculino,2071.93,F,Técnico,RS,25,Médio completo,CLT
Masculino,2029.13,A,Direção,DF,63,Fundamental incompleto,Aprendiz
Feminino,2351.19,E,Direção,GO,62,Médio incompleto,CLT
Masculino,1706.84,F,Direção,PE,44,Médio completo,CLT
Masculino,1283.5,I,Administração,SC,40,Superior incompleto,Estatutário
Feminino,2429.47,F,Administração,SC,27,Superior incompleto,Temporário
Masculino,1001.27,D,Direção,PE,19,Fundamental completo,Temporário
Feminino,3485.85,A,Direção,RJ,61,Médio incompleto,CLT
Masculino,1629.23,F,Administração,PR,24,Médio incompleto,Aprendiz
Masculino,2019.26,G,Operacional,BA,19,Superior completo,CLT
Masculino,2324.71,E,Serviços,MG,33,Fundamental completo,Aprendiz
Feminino,2358.57,F,Técnico,PE,23,Médio completo,Aprendiz
Masculino,959.06,J,Direção,MG,33,Pós-graduação,CLT
Masculino,2619.76,H,Administração,RS,42,Fundamental incompleto,CLT
Feminino,2072.31,A,Direção,GO,62,Médio incompleto,Estatutário
Feminino,1358.49,H,Direção,GO,27,Médio incompleto,Aprendiz
Masculino,1290.33,B,Direção,SC,26,Pós-graduação,CLT
Masculino,1555.69,B,Direção,SC,49,Superior completo,Estatutário
Masculino,1007.84,H,Operacional,RJ,49,Médio completo,Aprendiz
Feminino,3924.6,B,Técnico,RJ,19,Superior completo,CLT
Feminino,3528.99,H,Técnico,MG,38,Fundamental incompleto,Aprendiz
Masculino,2215.57,E,Administração,MG,20,Superior incompleto,Aprendiz
Feminino,1635.12,I,Operacional,RS,51,Médio incompleto,Temporário
Masculino,1654.58,I,Operacional,RS,46,Superior completo,Estatutário
Masculino,2543.08,H,Técnico,RS,59,Pós-graduação,Temporário
Masculino,3987.91,I,Administração,GO,37,Médio completo,Temporário
Masculino,1398.73,G,Operacional,GO,40,Superior completo,Temporário
Masculino,1093.44,H,Administração,MG,54,Médio incompleto,CLT
Masculino,3628.01,F,Técnico,SP,25,Superior incompleto,Temporário
Feminino,808.99,I,Direção,DF,61,Pós-graduação,Temporário
Masculino,1148.44,B,Operacional,RJ,53,Fundamental completo,Aprendiz
Feminino,1617.95,C,Administração,MG,31,Superior completo,Temporário
Masculino,895.88,B,Direção,RJ,40,Médio completo,Aprendiz
Masculino,2982.35,F,Técnico,SC,44,Pós-graduação,Estatutário
Masculino,2658.74,C,Serviços,SC,32,Fundamental incompleto,Aprendiz
Masculino,1395.97,A,Operacional,SP,52,Pós-graduação,CLT
Masculino,3215.78,D,Operacional,RS,39,Pós-graduação,Temporário
Masculino,3470.94,E,Administração,GO,64,Fundamental completo,CLT
Masculino,1718.27,D,Técnico,PR,53,Superior completo,Estatutário
Masculino,1476.16,F,Técnico,SC,32,Fundamental incompleto,CLT
Feminino,4998.14,C,Operacional,PR,49,Pós-graduação,Aprendiz
Feminino,2501.19,J,Operacional,MG,58,Superior incompleto,Temporário
Masculino,2029.1,F,Administração,MG,35,Pós-graduação,Aprendiz
Masculino,3339.56,J,Administração,MG,62,Fundamental incompleto,CLT
Masculino,2071.17,A,Serviços,SC,48,Médio incompleto,Aprendiz
Feminino,1440.1,F,Direção,RS,58,Superior incompleto,CLT
Masculino,1874.45,H,Administração,RS,53,Pós-graduação,CLT
Masculino,2885.33,J,Direção,MG,42,Fundamental completo,CLT
Masculino,737.68,H,Operacional,RS,62,Pós-graduação,CLT
Feminino,1588.25,A,Serviços,PE,27,Médio incompleto,Estatutário
Masculino,3369.02,G,Serviços,MG,57,Superior completo,Temporário
Feminino,1436.06,J,Serviços,GO,31,Médio incompleto,Aprendiz
Masculino,3625.5,J,Técnico,MG,43,Superior incompleto,Aprendiz
Feminino,3417.4,D,Operacional,SC,36,Pós-graduação,Aprendiz
Feminino,1755.51,F,Técnico,SP,47,Fundamental incompleto,CLT
Masculino,1399.9,F,Técnico,GO,56,Superior completo,CLT
Feminino,1588.73,E,Serviços,SC,29,Fundamental incompleto,Temporário
Masculino,5997.37,J,Técnico,DF,48,Fundamental completo,Temporário
Feminino,4202.74,I,Operacional,MG,62,Superior incompleto,Temporário
Feminino,1913.0,J,Operacional,RJ,64,Fundamental completo,Aprendiz
Masculino,1375.17,H,Técnico,MG,64,Pós-graduação,Temporário
Feminino,1905.82,F,Operacional,MG,35,Médio completo,CLT
Masculino,2017.72,D,Direção,RJ,19,Superior incompleto,Temporário
Masculino,1033.27,D,Técnico,RS,31,Médio completo,Estatutário
Masculino,1874.35,I,Serviços,PE,37,Fundamental completo,CLT
Feminino,3278.31,D,Serviços,BA,56,Médio completo,Estatutário
Masculino,804.56,G,Operacional,GO,37,Médio completo,Temporário
Masculino,2622.71,F,Operacional,DF,51,Médio incompleto,Estatutário
Feminino,3356.52,B,Serviços,PE,51,Médio incompleto,CLT
Masculino,1404.94,E,Direção,BA,54,Fundamental completo,Aprendiz
Masculino,3875.3,C,Serviços,SC,20,Fundamental completo,CLT
Masculino,1325.24,I,Técnico,MG,52,Fundamental incompleto,CLT
Masculino,2205.01,J,Serviços,GO,50,Superior completo,CLT
Masculino,1574.91,A,Administração,RS,36,Médio completo,Estatutário
Masculino,1574.75,J,Direção,PE,48,Pós-graduação,CLT
Feminino,1369.52,D,Direção,RJ,61,Superior completo,CLT
Feminino,2475.9,D,Serviços,SC,39,Fundamental incompleto,CLT
Masculino,2649.07,I,Administração,SP,44,Fundamental incompleto,Temporário
Masculino,1756.38,A,Técnico,BA,55,Superior incompleto,Estatutário
Masculino,980.45,B,Serviços,RS,45,Fundamental incompleto,Temporário
Feminino,2167.71,A,Técnico,SP,38,Fundamental incompleto,CLT
Masculino,2186.17,A,Administração,PR,37,Médio completo,Temporário
Masculino,1640.04,A,Serviços,PR,55,Fundamental incompleto,Aprendiz
Feminino,4189.15,C,Serviços,SC,30,Médio completo,CLT
Masculino,894.47,D,Técnico,PE,46,Superior completo,Temporário
Masculino,666.62,J,Serviços,RS,38,Médio completo,CLT
Feminino,1301.31,B,Administração,BA,59,Fundamental incompleto,Aprendiz
Feminino,2489.14,A,Serviços,RS,50,Médio completo,CLT
Masculino,1124.25,E,Operacional,RJ,49,Fundamental completo,CLT
Feminino,1162.77,F,Administração,PE,63,Fundamental completo,Temporário
Masculino,2773.76,B,Direção,PR,45,Médio completo,CLT
Feminino,2226.41,C,Técnico,GO,31,Pós-graduação,Aprendiz
Masculino,2142.39,J,Administração,RS,59,Superior completo,Aprendiz
Feminino,2569.95,C,Direção,RJ,39,Superior completo,Temporário
Feminino,1493.18,B,Direção,BA,54,Fundamental completo,CLT
Feminino,1524.55,D,Administração,PR,51,Superior incompleto,Estatutário
Feminino,2602.95,E,Direção,DF,34,Superior completo,CLT
Masculino,987.13,H,Direção,BA,50,Médio incompleto,Estatutário
Masculino,689.37,F,Operacional,DF,50,Fundamental completo,CLT
Masculino,1487.75,I,Serviços,GO,55,Fundamental incompleto,Aprendiz
Feminino,2748.73,C,Operacional,GO,43,Fundamental completo,Aprendiz
Feminino,2028.4,J,Serviços,PR,56,Superior incompleto,CLT
Masculino,2659.2,I,Direção,SC,24,Superior incompleto,CLT
Feminino,729.72,D,Serviços,PE,42,Superior incompleto,Aprendiz
Feminino,2083.85,H,Operacional,GO,47,Superior completo,CLT
Feminino,2426.58,J,Técnico,SC,58,Superior completo,CLT
Feminino,984.51,G,Técnico,RS,50,Fundamental completo,Temporário
Masculino,2664.91,G,Serviços,RJ,56,Pós-graduação,Temporário
Masculino,1719.55,I,Técnico,SC,45,Médio incompleto,Temporário
Masculino,7201.91,J,Administração,DF,35,Fundamental incompleto,Estatutário
Masculino,678.74,B,Técnico,PE,27,Médio incompleto,Aprendiz
Feminino,3347.94,E,Serviços,MG,19,Superior completo,CLT
Feminino,1514.18,C,Direção,PR,60,Superior completo,Aprendiz
Feminino,873.3,G,Operacional,SC,60,Fundamental completo,CLT
Feminino,1426.34,C,Técnico,BA,31,Médio incompleto,CLT
Masculino,2048.51,E,Serviços,RJ,30,Médio completo,Aprendiz
Masculino,2883.79,E,Operacional,SC,18,Fundamental incompleto,Estatutário
Masculino,3924.07,B,Administração,RJ,49,Médio completo,Estatutário
Masculino,3428.41,A,Direção,PE,42,Médio completo,Estatutário
Masculino,1170.96,F,Operacional,BA,27,Médio incompleto,Estatutário
Masculino,3006.63,A,Operacional,RJ,32,Médio completo,Temporário
Masculino,2156.15,I,Serviços,RS,46,Fundamental incompleto,Aprendiz
Masculino,1346.72,J,Administração,BA,34,Médio completo,Estatutário
Feminino,1643.59,E,Técnico,DF,59,Fundamental completo,Estatutário
Masculino,1313.66,A,Administração,MG,57,Fundamental incompleto,Estatutário
Masculino,1838.47,H,Direção,GO,40,Pós-graduação,Estatutário
Masculino,1302.0,A,Técnico,GO,24,Pós-graduação,Temporário
Feminino,1138.43,D,Administração,PE,53,Pós-graduação,CLT
Masculino,2243.08,G,Direção,DF,23,Fundamental completo,Estatutário
Masculino,2399.29,D,Operacional,PE,19,Fundamental completo,Temporário
Feminino,1661.67,E,Operacional,RS,62,Pós-graduação,Temporário
Feminino,3345.74,G,Operacional,RS,49,Superior completo,Temporário
Feminino,1608.1,D,Operacional,BA,61,Pós-graduação,CLT
Masculino,1577.74,E,Técnico,RS,22,Superior incompleto,Aprendiz
Masculino,2433.83,G,Operacional,GO,36,Superior incompleto,Estatutário
Masculino,1703.45,A,Técnico,GO,19,Fundamental completo,CLT
Feminino,1878.37,C,Técnico,BA,60,Superior completo,Temporário
Masculino,581.61,A,Administração,DF,40,Médio completo,CLT
Masculino,1821.69,C,Operacional,DF,57,Fundamental completo,Aprendiz
Masculino,794.54,B,Serviços,DF,21,Fundamental completo,Temporário
Masculino,1043.75,E,Operacional,GO,21,Superior incompleto,Aprendiz
Masculino,991.39,J,Serviços,GO,28,Médio incompleto,Aprendiz
Feminino,1130.98,E,Operacional,SC,63,Médio incompleto,Temporário
Feminino,1412.36,J,Técnico,SP,58,Superior completo,Estatutário
Masculino,1452.55,I,Operacional,PE,37,Pós-graduação,Aprendiz
Masculino,2437.98,H,Operacional,SC,31,Superior completo,Temporário
Feminino,1998.34,C,Operacional,BA,52,Médio incompleto,CLT
Masculino,768.56,A,Operacional,RJ,62,Fundamental completo,CLT
Masculino,1877.1,E,Administração,MG,31,Fundamental completo,Aprendiz
Masculino,2086.44,C,Administração,SC,20,Pós-graduação,Temporário
Feminino,1559.54,E,Técnico,MG,32,Médio completo,Aprendiz
Feminino,1759.18,I,Técnico,PR,38,Superior completo,Estatutário
Feminino,1969.71,A,Serviços,RS,19,Pós-graduação,CLT
Masculino,2550.56,A,Técnico,PR,38,Superior incompleto,Estatutário
Masculino,890.07,I,Administração,PE,27,Superior completo,Aprendiz
Feminino,1619.8,C,Técnico,RS,44,Fundamental completo,Estatutário
Masculino,3564.4,J,Serviços,DF,64,Fundamental incompleto,Estatutário
Feminino,3420.35,E,Serviços,MG,36,Superior completo,Aprendiz
Feminino,2651.61,I,Administração,BA,29,Fundamental incompleto,Aprendiz
Masculino,2302.09,E,Técnico,BA,33,Pós-graduação,Aprendiz
Feminino,3806.96,C,Serviços,SP,25,Superior incompleto,Estatutário
Masculino,4285.67,I,Técnico,MG,54,Pós-graduação,Temporário
Feminino,1706.01,G,Técnico,GO,42,Fundamental incompleto,Temporário
Masculino,1168.83,G,Administração,SP,41,Fundamental incompleto,Temporário
Masculino,1600.98,H,Administração,PE,64,Superior incompleto,Estatutário
Feminino,7284.56,E,Técnico,GO,57,Superior completo,CLT
Feminino,892.29,B,Operacional,PR,35,Fundamental completo,CLT
Masculino,1463.02,I,Operacional,RS,38,Fundamental completo,Aprendiz
Feminino,957.46,C,Direção,MG,25,Médio completo,Temporário
Masculino,1912.46,B,Direção,BA,36,Fundamental completo,CLT
Masculino,1052.36,J,Direção,PE,47,Pós-graduação,Temporário
Masculino,1721.69,J,Administração,PE,44,Fundamental incompleto,Estatutário
Masculino,751.79,E,Técnico,SP,53,Pós-graduação,Aprendiz
Masculino,2387.33,H,Serviços,BA,53,Fundamental incompleto,Aprendiz
Masculino,3133.97,C,Técnico,PR,43,Médio completo,Aprendiz
Masculino,1521.16,F,Técnico,RJ,37,Superior incompleto,Aprendiz
Masculino,1701.37,I,Direção,PE,58,Pós-graduação,Aprendiz
Masculino,1679.86,B,Técnico,RJ,31,Fundamental incompleto,Aprendiz
Feminino,1961.39,H,Direção,SC,50,Fundamental completo,Aprendiz
Masculino,1777.25,J,Técnico,PR,26,Fundamental completo,Temporário
Feminino,2554.6,G,Serviços,SC,40,Pós-graduação,CLT
Feminino,3149.09,C,Operacional,GO,62,Pós-graduação,Temporário
Feminino,1253.47,A,Operacional,PE,47,Pós-graduação,Temporário
Feminino,1573.1,F,Administração,DF,59,Fundamental completo,CLT
Feminino,2712.78,B,Serviços,MG,45,Fundamental incompleto,Temporário
Masculino,953.6,C,Técnico,MG,48,Médio incompleto,Aprendiz
Masculino,744.84,E,Serviços,BA,43,Fundamental incompleto,Temporário
Feminino,2001.88,H,Técnico,MG,53,Fundamental incompleto,Aprendiz
Feminino,2260.53,B,Serviços,GO,64,Médio incompleto,CLT
Feminino,1306.31,F,Serviços,PR,53,Médio incompleto,Temporário
Masculino,1393.55,A,Operacional,GO,28,Fundamental completo,Estatutário
Feminino,1284.23,G,Serviços,RS,29,Pós-graduação,Temporário
Masculino,1224.01,D,Administração,DF,62,Fundamental completo,CLT
Masculino,2470.25,A,Técnico,PE,19,Fundamental completo,Estatutário
Masculino,1062.92,I,Direção,DF,57,Fundamental incompleto,Aprendiz
Feminino,1604.42,I,Serviços,SC,21,Superior completo,Estatutário
Feminino,1203.03,C,Direção,RJ,49,Superior incompleto,Aprendiz
Masculino,939.29,F,Operacional,PE,58,Superior completo,CLT
Feminino,2674.67,G,Direção,SP,51,Pós-graduação,Aprendiz
Masculino,1430.93,D,Administração,PR,22,Médio completo,CLT
Masculino,1968.05,F,Administração,RJ,22,Superior incompleto,Temporário
Masculino,917.24,I,Operacional,BA,21,Médio incompleto,Estatutário
Masculino,1294.82,J,Administração,PR,58,Fundamental incompleto,Estatutário
Masculino,2540.81,F,Técnico,GO,29,Superior completo,Estatutário
Masculino,5792.23,G,Administração,MG,52,Fundamental incompleto,Aprendiz
Feminino,743.0,F,Serviços,BA,54,Médio completo,CLT
Feminino,1651.6,G,Administração,MG,51,Pós-graduação,Temporário
Masculino,2176.62,A,Técnico,SC,62,Superior incompleto,CLT
Masculino,1370.26,F,Operacional,RS,45,Médio incompleto,Estatutário
Masculino,2649.92,I,Administração,GO,24,Médio completo,Aprendiz
Masculino,1224.11,C,Técnico,RJ,57,Fundamental incompleto,Temporário
Masculino,1937.65,F,Serviços,DF,28,Médio completo,Temporário
Masculino,1429.48,D,Direção,SC,61,Fundamental completo,Aprendiz
Feminino,3129.86,G,Direção,PR,49,Superior incompleto,CLT
Feminino,1333.6,G,Operacional,PR,49,Médio incompleto,Aprendiz
Masculino,1543.27,I,Operacional,PE,48,Fundamental completo,Estatutário
Masculino,2767.11,D,Direção,PR,37,Superior incompleto,Estatutário
Masculino,1138.4,H,Direção,PE,23,Fundamental completo,Estatutário
Feminino,1864.85,H,Operacional,PE,35,Médio completo,Temporário
Masculino,796.21,H,Direção,SP,38,Médio incompleto,Estatutário
Masculino,1108.13,H,Administração,RS,20,Superior completo,CLT
Feminino,2147.28,F,Técnico,DF,58,Médio completo,Temporário
Masculino,1157.69,H,Operacional,RJ,45,Médio completo,CLT
Masculino,1415.08,F,Técnico,RS,45,Pós-graduação,Temporário
Masculino,2257.22,J,Serviços,RS,49,Superior incompleto,CLT
Masculino,1393.21,B,Serviços,SP,56,Médio incompleto,Estatutário
Masculino,2618.3,C,Administração,GO,41,Médio incompleto,Temporário
Masculino,1992.31,F,Serviços,GO,24,Médio completo,CLT
Masculino,2199.66,G,Operacional,BA,36,Pós-graduação,Temporário
Masculino,3160.34,D,Administração,SP,18,Médio incompleto,Temporário
Feminino,2087.91,A,Administração,PR,50,Fundamental incompleto,Estatutário
Masculino,3613.68,D,Operacional,PE,50,Pós-graduação,Temporário
Masculino,2724.58,F,Direção,RS,28,Médio incompleto,Aprendiz
Feminino,1428.59,H,Técnico,PR,40,Médio completo,CLT
Feminino,3235.43,D,Operacional,GO,62,Fundamental incompleto,Aprendiz
Feminino,2035.99,J,Direção,MG,45,Pós-graduação,Temporário
Masculino,1513.82,A,Direção,PR,64,Fundamental incompleto,CLT
Masculino,2049.34,E,Serviços,MG,34,Superior incompleto,Aprendiz
Feminino,2982.59,G,Administração,RS,27,Médio completo,Aprendiz
Feminino,2218.91,F,Administração,MG,25,Médio incompleto,Estatutário
Masculino,4105.48,C,Serviços,PR,26,Superior completo,Aprendiz
Feminino,2948.17,G,Serviços,RJ,36,Fundamental incompleto,Temporário
Masculino,2287.97,D,Administração,DF,25,Médio completo,CLT
